gene_id,symbol,log2FoldChange,padj,Sig
ENSG00000165175,MID1IP1,-0.195744174,8.98E-12,NS
ENSG00000169299,PGM2,0.211639503,1.11E-11,NS
ENSG00000145386,CCNA2,0.246454097,1.44E-11,NS
ENSG00000119655,NPC2,-0.335195868,1.51E-11,NS
ENSG00000116667,C1orf21,0.241113063,2.07E-11,NS
ENSG00000144476,ACKR3,-0.269880562,3.68E-11,NS
ENSG00000213759,UGT2B11,0.407083031,3.75E-11,NS
ENSG00000101384,JAG1,0.27200995,3.79E-11,NS
ENSG00000102780,DGKH,-0.312648608,4.01E-11,NS
ENSG00000166006,KCNC2,0.286054517,4.45E-11,NS
ENSG00000168159,RNF187,-0.182135805,4.81E-11,NS
ENSG00000179222,MAGED1,-0.200659435,4.92E-11,NS
ENSG00000138641,HERC3,0.219800199,5.75E-11,NS
ENSG00000198826,ARHGAP11A,0.241367801,6.85E-11,NS
ENSG00000154144,TBRG1,0.250434082,7.16E-11,NS
ENSG00000198734,F5,0.563429701,8.59E-11,NS
ENSG00000081181,ARG2,-0.285478759,8.80E-11,NS
ENSG00000011426,ANLN,0.214573277,9.34E-11,NS
ENSG00000172785,ZNG1A,0.238306105,9.48E-11,NS
ENSG00000134057,CCNB1,0.213929647,9.60E-11,NS
ENSG00000163399,ATP1A1,0.159566115,2.21E-10,NS
ENSG00000137337,MDC1,0.206953245,2.43E-10,NS
ENSG00000102172,SMS,0.2034861,2.73E-10,NS
ENSG00000103222,ABCC1,0.207682735,3.18E-10,NS
ENSG00000103942,HOMER2,0.215114476,3.50E-10,NS
ENSG00000113810,SMC4,0.215114271,3.51E-10,NS
ENSG00000133065,SLC41A1,0.218429426,3.51E-10,NS
ENSG00000138696,BMPR1B,0.397532922,3.51E-10,NS
ENSG00000189221,MAOA,0.194241984,3.68E-10,NS
ENSG00000134531,EMP1,0.816760053,4.25E-10,NS
ENSG00000072274,TFRC,-0.16578608,4.31E-10,NS
ENSG00000112742,TTK,0.271834767,4.31E-10,NS
ENSG00000129682,FGF13,-0.440924638,4.37E-10,NS
ENSG00000140416,TPM1,0.225167083,7.69E-10,NS
ENSG00000198911,SREBF2,-0.175259266,7.84E-10,NS
ENSG00000196167,COLCA1,-0.275677979,8.73E-10,NS
ENSG00000172893,DHCR7,-0.202314882,8.86E-10,NS
ENSG00000133639,BTG1,0.213878829,9.18E-10,NS
ENSG00000297852,NA,0.260235338,9.62E-10,NS
ENSG00000138771,SHROOM3,0.208909071,9.74E-10,NS
ENSG00000117984,CTSD,-0.202950351,9.76E-10,NS
ENSG00000120802,TMPO,0.178167997,1.12E-09,NS
ENSG00000182628,SKA2,0.202561597,1.22E-09,NS
ENSG00000196208,GREB1,0.377198431,1.51E-09,NS
ENSG00000136689,IL1RN,-0.603657739,1.68E-09,NS
ENSG00000092140,G2E3,0.225359625,1.70E-09,NS
ENSG00000100906,NFKBIA,0.223028381,1.85E-09,NS
ENSG00000185480,PARPBP,0.254325055,2.02E-09,NS
ENSG00000196620,UGT2B15,-0.320336158,2.03E-09,NS
ENSG00000079459,FDFT1,-0.208931275,2.10E-09,NS
ENSG00000150594,ADRA2A,0.185678976,2.37E-09,NS
ENSG00000118193,KIF14,0.26280062,2.63E-09,NS
ENSG00000187210,GCNT1,0.23593188,2.79E-09,NS
ENSG00000144481,TRPM8,0.445486879,3.08E-09,NS
ENSG00000138778,CENPE,0.278338806,3.30E-09,NS
ENSG00000172175,MALT1,0.219536216,3.81E-09,NS
ENSG00000164713,BRI3,-0.243474987,4.10E-09,NS
ENSG00000115414,FN1,0.149962033,4.11E-09,NS
ENSG00000137804,NUSAP1,0.192490713,4.16E-09,NS
ENSG00000109906,ZBTB16,0.251420107,4.16E-09,NS
ENSG00000145703,IQGAP2,0.233288337,4.97E-09,NS
ENSG00000134690,CDCA8,0.216994362,5.25E-09,NS
ENSG00000164938,TP53INP1,-0.249575789,5.60E-09,NS
ENSG00000111913,RIPOR2,0.23590368,5.76E-09,NS
ENSG00000143815,LBR,0.18822866,6.85E-09,NS
ENSG00000143416,SELENBP1,-0.161923969,6.93E-09,NS
ENSG00000161800,RACGAP1,0.187337332,8.10E-09,NS
ENSG00000103121,CMC2,0.226348639,9.67E-09,NS
ENSG00000289746,TARP,0.204949847,9.67E-09,NS
ENSG00000082269,FAM135A,0.291011861,1.04E-08,NS
ENSG00000024526,DEPDC1,0.248382779,1.15E-08,NS
ENSG00000086205,FOLH1,-0.15440263,1.24E-08,NS
ENSG00000166446,CDYL2,0.212604499,1.43E-08,NS
ENSG00000173456,RNF26,0.187458064,1.43E-08,NS
ENSG00000184012,TMPRSS2,0.172940613,1.43E-08,NS
ENSG00000035499,DEPDC1B,0.220255485,1.58E-08,NS
ENSG00000169679,BUB1,0.217279077,1.58E-08,NS
ENSG00000136824,SMC2,0.218147633,1.60E-08,NS
ENSG00000089685,BIRC5,0.177179433,2.04E-08,NS
ENSG00000170142,UBE2E1,0.156581533,2.09E-08,NS
ENSG00000160752,FDPS,-0.20378082,2.33E-08,NS
ENSG00000128641,MYO1B,0.232091495,2.42E-08,NS
ENSG00000141179,PCTP,0.315528531,2.68E-08,NS
ENSG00000075218,GTSE1,0.239816766,3.19E-08,NS
ENSG00000083857,FAT1,0.25899566,3.25E-08,NS
ENSG00000116285,ERRFI1,0.239099488,3.25E-08,NS
ENSG00000145779,TNFAIP8,0.227713017,3.25E-08,NS
ENSG00000101849,TBL1X,0.186845926,3.44E-08,NS
ENSG00000166851,PLK1,0.219348758,3.73E-08,NS
ENSG00000265817,FSBP,0.394984399,3.91E-08,NS
ENSG00000175216,CKAP5,0.152007992,4.24E-08,NS
ENSG00000170144,HNRNPA3,0.142913992,4.32E-08,NS
ENSG00000155850,SLC26A2,0.270033712,4.82E-08,NS
ENSG00000144339,TMEFF2,-0.228464852,5.09E-08,NS
ENSG00000171848,RRM2,0.155374887,5.74E-08,NS
ENSG00000148672,GLUD1,0.155799684,6.15E-08,NS
ENSG00000093167,LRRFIP2,0.201849162,6.50E-08,NS
ENSG00000159335,PTMS,-0.169728853,6.61E-08,NS
ENSG00000289316,NA,0.387724143,6.87E-08,NS
ENSG00000152217,SETBP1,0.243106452,6.98E-08,NS
ENSG00000173230,GOLGB1,0.182068776,7.90E-08,NS
ENSG00000197324,LRP10,-0.193416028,1.06E-07,NS
ENSG00000004866,ST7,-0.163149988,1.35E-07,NS
ENSG00000135373,EHF,0.147973603,1.37E-07,NS
ENSG00000278709,NKILA,0.405284132,1.53E-07,NS
ENSG00000006634,DBF4,0.22440772,1.67E-07,NS
ENSG00000157456,CCNB2,0.214606534,1.91E-07,NS
ENSG00000151012,SLC7A11,0.225434048,1.91E-07,NS
ENSG00000090661,CERS4,-0.336090149,1.97E-07,NS
ENSG00000069974,RAB27A,0.294958857,2.05E-07,NS
ENSG00000128944,KNSTRN,0.21999366,2.07E-07,NS
ENSG00000169122,FAM110B,0.350088316,2.11E-07,NS
ENSG00000058804,NDC1,0.162658549,2.21E-07,NS
ENSG00000101057,MYBL2,0.160008708,2.27E-07,NS
ENSG00000156011,PSD3,0.201823381,2.52E-07,NS
ENSG00000164104,HMGB2,0.165958843,2.67E-07,NS
ENSG00000144445,KANSL1L,0.402199483,2.72E-07,NS
ENSG00000111845,PAK1IP1,0.20625361,2.90E-07,NS
ENSG00000198901,PRC1,0.184739291,3.04E-07,NS
ENSG00000152377,SPOCK1,0.275529484,3.10E-07,NS
ENSG00000104154,SLC30A4,-0.222118451,3.76E-07,NS
ENSG00000170776,AKAP13,0.243717095,3.84E-07,NS
ENSG00000196730,DAPK1,-0.281526258,3.84E-07,NS
ENSG00000163535,SGO2,0.231348224,3.97E-07,NS
ENSG00000138376,BARD1,-0.183608286,3.99E-07,NS
ENSG00000005108,THSD7A,0.697403058,4.34E-07,NS
ENSG00000146555,SDK1,0.387442438,4.48E-07,NS
ENSG00000264522,OTUD7B,0.198887176,4.50E-07,NS
ENSG00000118200,CAMSAP2,0.159795344,4.70E-07,NS
ENSG00000104756,KCTD9,0.210457244,4.82E-07,NS
ENSG00000167034,NKX3-1,0.131197785,4.97E-07,NS
ENSG00000179094,PER1,0.282139954,5.00E-07,NS
ENSG00000043355,ZIC2,-0.269761027,5.02E-07,NS
ENSG00000109452,INPP4B,0.261057295,5.19E-07,NS
ENSG00000123473,STIL,0.214453838,5.42E-07,NS
ENSG00000076382,SPAG5,0.17387033,5.61E-07,NS
ENSG00000143153,ATP1B1,-0.160464085,5.61E-07,NS
ENSG00000143158,MPC2,0.181171382,5.77E-07,NS
ENSG00000102554,KLF5,0.352013434,5.84E-07,NS
ENSG00000134324,LPIN1,-0.238822713,6.53E-07,NS
ENSG00000159674,SPON2,-0.14187903,6.57E-07,NS
ENSG00000051825,MPHOSPH9,0.191527164,6.94E-07,NS
ENSG00000168827,GFM1,0.142117509,7.03E-07,NS
ENSG00000106853,PTGR1,0.182005152,7.16E-07,NS
ENSG00000163870,TPRA1,-0.197547671,7.28E-07,NS
ENSG00000164109,MAD2L1,0.180484304,7.84E-07,NS
ENSG00000083223,TUT7,0.20879898,8.90E-07,NS
ENSG00000116977,LGALS8,-0.209445383,8.91E-07,NS
ENSG00000066279,ASPM,0.246351117,9.34E-07,NS
ENSG00000127863,TNFRSF19,0.36419151,9.45E-07,NS
ENSG00000114346,ECT2,0.18143284,9.63E-07,NS
ENSG00000144452,ABCA12,-0.597345656,9.63E-07,NS
ENSG00000213694,S1PR3,0.225484492,1.13E-06,NS
ENSG00000038295,TLL1,-0.274640927,1.13E-06,NS
ENSG00000123416,TUBA1B,0.143952858,1.16E-06,NS
ENSG00000120875,DUSP4,0.191684402,1.17E-06,NS
ENSG00000135486,HNRNPA1,0.129121912,1.28E-06,NS
ENSG00000146648,EGFR,0.179172134,1.47E-06,NS
ENSG00000111206,FOXM1,0.139736504,1.57E-06,NS
ENSG00000181744,DIPK2A,0.271846695,1.60E-06,NS
ENSG00000100526,CDKN3,0.206559181,1.64E-06,NS
ENSG00000107537,PHYH,-0.201511548,1.80E-06,NS
ENSG00000008513,ST3GAL1,-0.128916954,1.83E-06,NS
ENSG00000104643,MTMR9,0.215758555,1.85E-06,NS
ENSG00000124207,CSE1L,0.128310506,1.85E-06,NS
ENSG00000188486,H2AX,0.161831908,2.07E-06,NS
ENSG00000067064,IDI1,-0.171873276,2.11E-06,NS
ENSG00000146859,TMEM140,-0.574737788,2.32E-06,NS
ENSG00000105707,HPN,-0.178959675,2.42E-06,NS
ENSG00000114646,CSPG5,-0.222890831,2.53E-06,NS
ENSG00000169213,RAB3B,0.192689207,2.58E-06,NS
ENSG00000137872,SEMA6D,0.381188521,2.72E-06,NS
ENSG00000105810,CDK6,0.294263569,2.80E-06,NS
ENSG00000112297,CRYBG1,0.175619834,2.83E-06,NS
ENSG00000137801,THBS1,0.184369143,2.84E-06,NS
ENSG00000164292,RHOBTB3,0.174835967,2.85E-06,NS
ENSG00000138160,KIF11,0.206381709,2.97E-06,NS
ENSG00000179241,LDLRAD3,0.213027622,3.00E-06,NS
ENSG00000065911,MTHFD2,0.134595428,3.03E-06,NS
ENSG00000132437,DDC,-0.212758126,3.15E-06,NS
ENSG00000149218,ENDOD1,0.132021427,3.20E-06,NS
ENSG00000164867,NOS3,-0.74687216,3.30E-06,NS
ENSG00000175928,LRRN1,-0.267938255,3.36E-06,NS
ENSG00000167996,FTH1,-0.153353007,3.66E-06,NS
ENSG00000147408,CSGALNACT1,0.635758079,3.72E-06,NS
ENSG00000169242,EFNA1,-0.207080005,3.78E-06,NS
ENSG00000164125,GASK1B,-0.18532205,4.32E-06,NS
ENSG00000198785,GRIN3A,0.194469874,4.62E-06,NS
ENSG00000069424,KCNAB2,-0.214929768,4.63E-06,NS
ENSG00000157483,MYO1E,0.235406032,4.68E-06,NS
ENSG00000136636,KCTD3,0.154513522,4.74E-06,NS
ENSG00000115758,ODC1,0.120506594,5.28E-06,NS
ENSG00000150347,ARID5B,0.189739484,5.28E-06,NS
ENSG00000113368,LMNB1,0.140296557,5.38E-06,NS
ENSG00000145687,SSBP2,-0.258902732,5.44E-06,NS
ENSG00000117650,NEK2,0.178512861,5.46E-06,NS
ENSG00000123240,OPTN,-0.49535928,5.81E-06,NS
ENSG00000003436,TFPI,0.167655128,5.90E-06,NS
ENSG00000075886,TUBA3D,0.490364563,5.95E-06,NS
ENSG00000167325,RRM1,0.133229642,6.41E-06,NS
ENSG00000197355,UAP1L1,-0.249665332,6.42E-06,NS
ENSG00000105649,RAB3A,-0.235615627,6.48E-06,NS
ENSG00000136108,CKAP2,0.156621228,6.71E-06,NS
ENSG00000102471,NDFIP2,0.171690776,6.72E-06,NS
ENSG00000110841,PPFIBP1,0.211176343,6.99E-06,NS
ENSG00000154803,FLCN,-0.237392676,7.31E-06,NS
ENSG00000115091,ACTR3,0.128775421,7.64E-06,NS
ENSG00000064601,CTSA,-0.224359595,7.72E-06,NS
ENSG00000121621,KIF18A,0.299942217,8.31E-06,NS
ENSG00000066654,THUMPD1,0.168456695,8.90E-06,NS
ENSG00000122952,ZWINT,0.141526226,9.31E-06,NS
ENSG00000105835,NAMPT,0.136599071,9.39E-06,NS
ENSG00000136854,STXBP1,-0.210407225,9.81E-06,NS
ENSG00000168078,PBK,0.156079547,9.81E-06,NS
ENSG00000111371,SLC38A1,0.144425165,1.01E-05,NS
ENSG00000069206,ADAM7,0.214311539,1.02E-05,NS
ENSG00000123908,AGO2,0.161560673,1.03E-05,NS
ENSG00000264364,DYNLL2,0.113461989,1.03E-05,NS
ENSG00000295471,NA,0.451771043,1.05E-05,NS
ENSG00000223459,TCAF1P1,0.410254811,1.13E-05,NS
ENSG00000142945,KIF2C,0.164092809,1.22E-05,NS
ENSG00000105879,CBLL1,0.199568276,1.36E-05,NS
ENSG00000166454,ATMIN,0.14295302,1.36E-05,NS
ENSG00000186458,DEFB132,0.242823353,1.36E-05,NS
ENSG00000129128,SPCS3,0.152551161,1.36E-05,NS
ENSG00000079246,XRCC5,0.119979717,1.38E-05,NS
ENSG00000206560,ANKRD28,0.155644311,1.43E-05,NS
ENSG00000017427,IGF1,0.370684611,1.46E-05,NS
ENSG00000151090,THRB,0.165097513,1.53E-05,NS
ENSG00000162063,CCNF,0.191686946,1.54E-05,NS
ENSG00000253729,PRKDC,0.15973733,1.57E-05,NS
ENSG00000164920,OSR2,-0.298020715,1.59E-05,NS
ENSG00000080986,NDC80,0.157561427,1.65E-05,NS
ENSG00000070778,PTPN21,0.316450102,1.67E-05,NS
ENSG00000052344,PRSS8,-0.216576747,1.72E-05,NS
ENSG00000101224,CDC25B,0.166333985,1.73E-05,NS
ENSG00000140525,FANCI,0.156703253,1.73E-05,NS
ENSG00000123485,HJURP,0.192296706,1.80E-05,NS
ENSG00000112249,ASCC3,0.147823999,1.82E-05,NS
ENSG00000082556,OPRK1,-0.624363971,1.83E-05,NS
ENSG00000132471,WBP2,-0.135826871,1.96E-05,NS
ENSG00000163626,COX18,0.215475662,2.00E-05,NS
ENSG00000021300,PLEKHB1,-0.171075453,2.02E-05,NS
ENSG00000078018,MAP2,0.29761363,2.19E-05,NS
ENSG00000154229,PRKCA,0.279145421,2.19E-05,NS
ENSG00000030582,GRN,-0.167320617,2.22E-05,NS
ENSG00000040275,SPDL1,0.182869958,2.24E-05,NS
ENSG00000204386,NEU1,-0.20991697,2.24E-05,NS
ENSG00000052802,MSMO1,-0.17837028,2.36E-05,NS
ENSG00000168209,DDIT4,-0.186404806,2.39E-05,NS
ENSG00000139220,PPFIA2,-0.15121279,2.42E-05,NS
ENSG00000116661,FBXO2,-0.382334125,2.43E-05,NS
ENSG00000112379,ARFGEF3,0.136145101,2.58E-05,NS
ENSG00000125148,MT2A,-0.23563468,2.58E-05,NS
ENSG00000136783,NIPSNAP3A,-0.189837069,2.65E-05,NS
ENSG00000135476,ESPL1,0.214195876,2.69E-05,NS
ENSG00000151692,RNF144A,-0.246572987,2.72E-05,NS
ENSG00000166016,ABTB2,-0.257464553,2.85E-05,NS
ENSG00000171451,DSEL,-0.15008174,2.99E-05,NS
ENSG00000171316,CHD7,0.224836651,2.99E-05,NS
ENSG00000215784,FAM72D,0.275758172,3.15E-05,NS
ENSG00000172795,DCP2,0.198671181,3.17E-05,NS
ENSG00000185963,BICD2,0.154149035,3.32E-05,NS
ENSG00000137812,KNL1,0.220561336,3.34E-05,NS
ENSG00000228716,DHFR,0.116806381,3.39E-05,NS
ENSG00000175063,UBE2C,0.17613502,3.55E-05,NS
ENSG00000123080,CDKN2C,0.182645331,4.16E-05,NS
ENSG00000175115,PACS1,0.159280506,4.33E-05,NS
ENSG00000171241,SHCBP1,0.163437904,4.59E-05,NS
ENSG00000186868,MAPT,-0.268457655,4.90E-05,NS
ENSG00000143228,NUF2,0.169934751,4.90E-05,NS
ENSG00000029993,HMGB3,0.136835428,5.31E-05,NS
ENSG00000173020,GRK2,0.114049846,5.40E-05,NS
ENSG00000175471,MCTP1,-0.477327593,5.60E-05,NS
ENSG00000164124,TMEM144,-0.199490904,5.64E-05,NS
ENSG00000086062,B4GALT1,0.121643957,5.65E-05,NS
ENSG00000081803,CADPS2,0.135109489,5.75E-05,NS
ENSG00000105939,ZC3HAV1,0.14178644,6.00E-05,NS
ENSG00000226742,HSBP1L1,-0.216918765,6.00E-05,NS
ENSG00000156103,MMP16,-0.250778799,6.17E-05,NS
ENSG00000169607,CKAP2L,0.173510634,6.31E-05,NS
ENSG00000178163,ZNF518B,0.192185538,6.50E-05,NS
ENSG00000152818,UTRN,0.136654544,7.02E-05,NS
ENSG00000185818,NAT8L,-0.175109425,7.45E-05,NS
ENSG00000075539,FRYL,0.187486215,7.88E-05,NS
ENSG00000163435,ELF3,-0.176363021,7.90E-05,NS
ENSG00000070950,RAD18,0.184785487,7.99E-05,NS
ENSG00000237457,BRINP3-DT,-0.213674252,8.02E-05,NS
ENSG00000151612,ZNF827,0.244228709,8.09E-05,NS
ENSG00000105281,SLC1A5,0.119911338,8.34E-05,NS
ENSG00000196550,FAM72A,0.203581379,8.34E-05,NS
ENSG00000170522,ELOVL6,-0.188180907,8.36E-05,NS
ENSG00000117155,SSX2IP,0.132101205,8.44E-05,NS
ENSG00000147862,NFIB,0.193567319,8.44E-05,NS
ENSG00000125398,SOX9,0.327633592,8.61E-05,NS
ENSG00000135404,CD63,-0.140260303,9.04E-05,NS
ENSG00000175197,DDIT3,-0.268306431,9.16E-05,NS
ENSG00000100522,GNPNAT1,0.12194588,9.67E-05,NS
ENSG00000090889,KIF4A,0.151239583,9.67E-05,NS
ENSG00000137500,CCDC90B,0.169478461,9.86E-05,NS
ENSG00000180535,BHLHA15,0.228756344,0.000100617,NS
ENSG00000104946,TBC1D17,-0.190230356,0.000102574,NS
ENSG00000095564,BTAF1,0.156052622,0.00010546,NS
ENSG00000144331,ZNF385B,0.154657443,0.000106826,NS
ENSG00000072310,SREBF1,-0.108524853,0.000107312,NS
ENSG00000180776,ZDHHC20,0.153934056,0.000111268,NS
ENSG00000139910,NOVA1,-0.263628945,0.000114268,NS
ENSG00000204217,BMPR2,0.145261881,0.000114517,NS
ENSG00000111319,SCNN1A,-0.253142146,0.000116154,NS
ENSG00000109805,NCAPG,0.14218154,0.000117478,NS
ENSG00000110713,NUP98,0.115356543,0.000119082,NS
ENSG00000157741,UBN2,0.196927951,0.000120705,NS
ENSG00000124795,DEK,0.123836751,0.000121678,NS
ENSG00000160213,CSTB,-0.187575332,0.000132655,NS
ENSG00000188522,FAM83G,-0.187380882,0.000135521,NS
ENSG00000014216,CAPN1,-0.143387978,0.000140809,NS
ENSG00000116679,IVNS1ABP,0.150169161,0.000141625,NS
ENSG00000133019,CHRM3,-0.198208179,0.000142789,NS
ENSG00000164754,RAD21,0.111882012,0.000142789,NS
ENSG00000198793,MTOR,0.147169489,0.000142789,NS
ENSG00000027075,PRKCH,-0.186932664,0.000144317,NS
ENSG00000189143,CLDN4,-0.130674388,0.000145613,NS
ENSG00000156970,BUB1B,0.138501482,0.000145951,NS
ENSG00000130066,SAT1,-0.139553958,0.000160914,NS
ENSG00000186205,MTARC1,0.107169202,0.000161764,NS
ENSG00000100664,EIF5,0.115618219,0.000163277,NS
ENSG00000154839,SKA1,0.189829469,0.000171702,NS
ENSG00000065526,SPEN,0.152529491,0.000173877,NS
ENSG00000176890,TYMS,0.117731298,0.000193561,NS
ENSG00000047648,ARHGAP6,0.137379164,0.000193998,NS
ENSG00000073350,LLGL2,-0.187208913,0.000198637,NS
ENSG00000187193,MT1X,-0.20423682,0.000218532,NS
ENSG00000106070,GRB10,-0.122526933,0.000228344,NS
ENSG00000184378,ACTRT3,-0.475954953,0.00023001,NS
ENSG00000113407,TARS1,0.101643349,0.000238043,NS
ENSG00000111247,RAD51AP1,0.162197194,0.000256132,NS
ENSG00000121064,SCPEP1,-0.144807126,0.000259457,NS
ENSG00000185924,RTN4RL1,-0.22306505,0.000261499,NS
ENSG00000166123,GPT2,0.117264758,0.000267432,NS
ENSG00000163346,PBXIP1,-0.280972287,0.000274965,NS
ENSG00000162694,EXTL2,0.198368484,0.000275422,NS
ENSG00000274180,NATD1,-0.45478523,0.000276081,NS
ENSG00000138180,CEP55,0.176389919,0.000276323,NS
ENSG00000116750,UCHL5,0.118572365,0.000277606,NS
ENSG00000140263,SORD,0.095614271,0.000277606,NS
ENSG00000189403,HMGB1,0.111943217,0.000277606,NS
